CALENDAR_ID,CUSTOMER_ID,PROVIDER_ID,DEVICE_ID,ROUNDS,BET_EUR,WIN_EUR,GROSS_REVENUE_EUR,BONUS_COST_EUR,NET_REVENUE_EUR,IS_ACTIVE_CUSTOMER
20240102,22,2,1,165,"1,863.43","-7,645.11","-5,781.68",-875.81,"-6,657.49",1
20240319,25,2,1,673,"6,809.69","-2,004.09","4,805.60",-997.60,"3,807.99",1
20240125,30,2,1,643,0.00,"-1,568.88","-1,568.88",-667.07,"-2,235.95",0
20240215,24,1,1,368,"2,870.99","-7,774.78","-4,903.79",-519.12,"-5,422.91",1
20240201,2,3,1,514,"6,811.34","-5,539.44","1,271.90",-258.38,"1,013.51",1
20240323,2,4,1,266,"2,432.38","-1,147.23","1,285.14",-940.47,344.67,1
20240202,23,2,2,63,"9,600.57","-9,319.23",281.34,-483.48,-202.14,1
20240218,22,1,1,584,"5,719.34","-8,785.89","-3,066.55",-257.70,"-3,324.24",1
20240104,8,2,2,596,"5,839.50","-5,696.18",143.32,-25.20,118.12,1
20240322,27,1,1,225,"8,519.09",-444.39,"8,074.70",-878.42,"7,196.28",1
20240311,24,4,1,360,"9,080.72","-9,366.68",-285.96,-357.83,-643.79,1
20240116,23,2,2,418,"4,930.78","-2,230.14","2,700.64",-863.91,"1,836.73",1
20240329,1,1,1,365,"1,286.51","-5,402.02","-4,115.51",-656.12,"-4,771.63",1
20240209,25,3,2,140,"2,058.61","-6,988.07","-4,929.46",-988.55,"-5,918.01",1
20240218,19,2,1,37,"8,239.49","-9,217.95",-978.46,-150.61,"-1,129.07",1
20240330,18,3,1,993,"9,959.48",-286.62,"9,672.86",-500.30,"9,172.57",1
20240218,15,4,1,166,"5,841.19","-5,120.98",720.21,-921.47,-201.26,1
20240221,14,1,1,734,"8,490.39",-990.17,"7,500.22",-216.20,"7,284.02",1
20240121,19,3,2,724,"9,379.80","-9,907.83",-528.04,-607.65,"-1,135.69",1
20240224,8,2,2,716,"4,986.71","-2,256.20","2,730.51",-593.30,"2,137.21",1
20240115,3,2,2,173,"2,318.03","-6,069.01","-3,750.98",-829.80,"-4,580.78",1
20240305,13,1,2,824,0.00,"-8,473.93","-8,473.93",-999.58,"-9,473.50",0
20240118,16,1,2,598,0.00,-177.17,-177.17,-261.28,-438.46,0
20240219,12,2,1,372,"4,297.72","-1,027.82","3,269.90",-593.83,"2,676.07",1
20240323,10,3,1,515,167.01,"-1,752.06","-1,585.05",-277.05,"-1,862.10",1
20240321,5,3,2,813,"2,901.08","-7,123.28","-4,222.20",-371.77,"-4,593.97",1
20240328,19,4,1,707,"6,805.04","-5,598.09","1,206.95",-215.28,991.67,1
20240123,25,1,2,278,178.16,"-2,790.97","-2,612.80",-730.18,"-3,342.99",1
20240327,14,3,1,748,558.15,"-5,463.65","-4,905.50",-292.74,"-5,198.24",1
20240120,6,4,1,137,"7,225.68","-7,524.26",-298.58,-186.20,-484.78,1
20240314,10,3,2,283,"8,905.30","-1,249.99","7,655.31",-347.60,"7,307.71",1
20240110,25,4,1,814,"8,350.62","-5,447.03","2,903.59",-605.04,"2,298.55",1
20240110,3,1,1,244,908.98,"-7,385.23","-6,476.25",-597.31,"-7,073.56",1
20240130,18,1,1,889,161.36,"-2,893.77","-2,732.41",-536.40,"-3,268.81",1
20240101,5,3,1,430,"3,396.87","-5,337.55","-1,940.68",-774.65,"-2,715.33",1
20240101,29,3,1,998,"4,955.62","-3,642.67","1,312.95",-151.52,"1,161.43",1
20240307,24,4,2,285,"6,425.81","-4,042.45","2,383.37",-495.74,"1,887.63",1
20240128,6,2,2,83,"9,094.19","-3,224.27","5,869.92",-7.81,"5,862.11",1
20240312,6,4,2,470,"8,799.54","-4,099.88","4,699.67",-868.61,"3,831.05",1
20240105,24,3,2,435,0.00,"-3,114.20","-3,114.20",-404.72,"-3,518.92",0
20240128,5,3,2,580,"1,523.55","-7,787.33","-6,263.78",-911.13,"-7,174.91",1
20240211,27,3,2,544,"2,022.23",-245.24,"1,776.99",-344.89,"1,432.10",1
20240305,1,4,2,634,"7,991.94",-164.15,"7,827.79",-925.48,"6,902.31",1
20240117,10,3,2,480,624.28,"-7,762.69","-7,138.41",-783.87,"-7,922.28",1
20240208,19,4,1,508,"5,878.12",-656.19,"5,221.94",-201.96,"5,019.98",1
20240107,19,3,2,543,"1,373.24","-8,752.09","-7,378.85",-965.59,"-8,344.45",1
20240103,29,2,2,156,"7,199.34","-9,868.40","-2,669.06",-295.25,"-2,964.31",1
20240313,22,3,2,283,181.99,"-5,907.67","-5,725.68",-696.07,"-6,421.75",1
20240317,14,3,2,436,"5,827.61","-6,207.06",-379.45,-685.09,"-1,064.54",1
20240126,19,2,1,659,"7,712.29","-9,579.26","-1,866.97",-740.58,"-2,607.55",1
20240303,22,3,1,639,0.00,"-2,010.43","-2,010.43",-441.30,"-2,451.73",0
20240125,23,2,2,262,546.90,"-3,283.66","-2,736.75",-900.35,"-3,637.10",1
20240213,12,3,2,162,"3,558.76","-7,251.02","-3,692.26",-11.47,"-3,703.73",1
20240302,30,4,1,628,"4,760.08","-5,752.65",-992.58,-828.89,"-1,821.47",1
20240214,9,2,2,416,"8,561.89","-8,628.80",-66.91,-186.33,-253.24,1
20240219,7,3,1,733,"3,624.14","-6,222.30","-2,598.16",-825.39,"-3,423.54",1
20240122,7,3,1,1,"1,464.95","-1,439.22",25.73,-77.98,-52.26,1
20240228,26,1,1,504,"9,348.61","-9,274.78",73.83,-852.07,-778.24,1
20240209,25,4,1,912,"9,686.63","-1,126.54","8,560.08",-444.89,"8,115.20",1
20240129,22,1,2,850,"7,358.78","-3,820.65","3,538.13",-626.45,"2,911.68",1
20240211,5,2,2,216,"2,631.05","-1,626.40","1,004.65",-452.44,552.21,1
20240302,7,3,2,765,"2,897.12","-6,118.89","-3,221.77",-181.84,"-3,403.61",1
20240129,17,2,2,454,"7,316.48","-6,792.09",524.38,-5.46,518.92,1
20240111,10,1,2,793,"4,126.04","-3,389.64",736.40,-222.08,514.32,1
20240217,29,3,2,620,866.81,"-3,166.43","-2,299.62",-120.20,"-2,419.82",1
20240311,11,3,1,896,"4,081.17","-7,747.14","-3,665.97",-659.26,"-4,325.24",1
20240124,19,3,1,918,"5,973.87","-7,253.91","-1,280.04",-520.23,"-1,800.27",1
20240211,6,1,2,739,191.38,"-9,829.20","-9,637.82",-458.52,"-10,096.34",1
20240214,20,4,2,790,"7,557.70","-1,894.30","5,663.40",-724.02,"4,939.37",1
20240328,13,4,1,802,"7,329.82",-706.09,"6,623.73",-820.00,"5,803.72",1
20240117,27,1,2,129,0.00,"-9,393.81","-9,393.81",-588.28,"-9,982.09",0
20240314,7,1,2,205,"8,643.22","-6,376.03","2,267.19",-582.53,"1,684.66",1
20240109,11,1,1,729,"9,374.99",-346.60,"9,028.39",-537.69,"8,490.70",1
20240219,11,1,1,58,"2,452.93","-4,481.47","-2,028.54",-370.87,"-2,399.41",1
20240110,22,4,1,230,"9,213.48","-3,866.02","5,347.46",-423.66,"4,923.80",1
20240303,1,3,1,474,"9,149.29","-7,375.98","1,773.30",-614.14,"1,159.16",1
20240217,25,4,1,704,0.00,"-7,806.58","-7,806.58",-408.13,"-8,214.72",0
20240214,24,3,1,540,169.44,"-5,221.16","-5,051.72",-115.17,"-5,166.89",1
20240218,22,4,1,406,311.69,"-5,569.76","-5,258.07",-328.58,"-5,586.65",1
20240120,1,3,1,497,"8,898.19","-1,332.59","7,565.60",-262.67,"7,302.93",1
20240110,12,2,1,310,"9,039.46","-7,795.25","1,244.21",-631.31,612.90,1
20240222,25,1,1,214,"3,267.59","-2,938.68",328.91,-79.41,249.50,1
20240220,21,3,2,374,"2,264.33","-1,304.18",960.15,-180.76,779.39,1
20240217,25,1,1,869,"6,063.27","-5,695.66",367.60,-833.64,-466.04,1
20240126,4,2,2,624,"5,231.99","-5,641.48",-409.49,-63.37,-472.86,1
20240130,17,1,1,138,"5,353.80","-6,771.95","-1,418.15",-506.73,"-1,924.88",1
20240328,22,2,2,421,"7,591.83","-5,401.34","2,190.49",-852.94,"1,337.55",1
20240120,23,2,1,264,"1,874.70","-3,090.07","-1,215.37",-515.46,"-1,730.83",1
20240109,1,2,2,125,0.00,"-7,166.63","-7,166.63",-649.12,"-7,815.75",0
20240108,25,1,1,216,"7,818.22","-2,943.83","4,874.39",-344.17,"4,530.22",1
20240121,29,2,2,469,"7,845.33","-9,701.39","-1,856.07",-734.30,"-2,590.37",1
20240106,17,4,1,537,"7,473.20","-8,417.05",-943.85,-817.77,"-1,761.62",1
20240302,16,4,2,370,711.53,"-8,632.96","-7,921.43",-218.68,"-8,140.11",1
20240222,11,2,2,369,"1,238.62","-8,697.43","-7,458.81",-90.61,"-7,549.42",1
20240311,21,4,1,797,"8,342.80","-8,517.31",-174.51,-341.58,-516.09,1
20240307,14,1,1,956,"7,815.20","-9,632.62","-1,817.42",-426.95,"-2,244.37",1
20240203,25,1,2,390,0.00,"-5,420.45","-5,420.45",-214.48,"-5,634.94",0
20240322,26,3,1,276,"4,427.23","-9,772.37","-5,345.15",-376.77,"-5,721.92",1
20240225,12,1,2,994,"9,371.83","-1,050.25","8,321.58",-261.98,"8,059.60",1
20240312,19,3,1,312,"1,129.36","-7,941.70","-6,812.34",-934.97,"-7,747.30",1
20240320,13,4,1,150,"1,535.04","-8,110.08","-6,575.04",-478.93,"-7,053.98",1
20240117,16,2,1,502,"2,219.85","-9,299.23","-7,079.38",-921.24,"-8,000.62",1
20240128,23,2,1,867,"3,106.08","-5,142.65","-2,036.57",-692.09,"-2,728.67",1
20240322,27,2,1,350,"1,471.43",-845.55,625.88,-548.02,77.86,1
20240117,21,4,2,756,"4,823.77","-8,075.53","-3,251.76",-94.18,"-3,345.94",1
20240112,4,2,1,845,"6,452.08","-1,765.18","4,686.90",-373.24,"4,313.66",1
20240222,5,1,1,546,"8,810.81","-6,160.76","2,650.05",-493.50,"2,156.55",1
20240212,30,4,1,487,"8,413.85","-2,523.49","5,890.36",-568.16,"5,322.19",1
20240218,25,3,2,322,"8,388.45",-872.46,"7,515.99",-55.02,"7,460.97",1
20240322,19,3,2,724,0.00,"-8,096.13","-8,096.13",-730.15,"-8,826.27",0
20240202,26,4,1,620,"4,438.24","-5,551.81","-1,113.57",-142.05,"-1,255.61",1
20240203,8,4,2,942,0.00,"-3,260.92","-3,260.92",-168.77,"-3,429.69",0
20240220,30,2,1,792,"6,869.32",-248.87,"6,620.45",-909.18,"5,711.27",1
20240214,11,4,2,655,"6,721.94","-7,878.32","-1,156.38",-617.22,"-1,773.60",1
20240331,26,4,1,708,"7,266.38","-7,043.03",223.35,-367.79,-144.44,1
20240211,14,1,1,180,"9,901.93","-1,142.66","8,759.26",-416.02,"8,343.24",1
20240101,9,3,2,917,"3,189.03","-6,436.22","-3,247.19",-690.05,"-3,937.23",1
20240106,25,4,2,366,"6,438.16","-4,159.89","2,278.27",-545.31,"1,732.96",1
20240116,24,3,1,138,"8,973.98","-6,958.29","2,015.69",-760.97,"1,254.72",1
20240328,30,2,2,319,"7,274.91","-7,361.99",-87.08,-473.66,-560.74,1
20240104,18,4,1,943,"2,431.05","-6,516.54","-4,085.49",-166.74,"-4,252.24",1
20240320,7,2,2,707,"3,649.73","-6,655.15","-3,005.43",-860.36,"-3,865.79",1
20240209,6,4,1,309,0.00,"-3,867.17","-3,867.17",-53.52,"-3,920.69",0
20240119,25,4,1,405,"6,116.18","-3,757.89","2,358.29",-295.39,"2,062.91",1
20240214,28,3,1,586,790.99,"-2,279.35","-1,488.36",-264.53,"-1,752.89",1
20240119,9,1,2,855,"1,401.22","-8,044.87","-6,643.65",-376.06,"-7,019.71",1
20240229,20,2,2,603,"1,287.17","-5,447.58","-4,160.41",-290.85,"-4,451.26",1
20240324,9,1,2,362,"1,766.85","-3,704.24","-1,937.39",-158.24,"-2,095.63",1
20240227,18,1,2,841,"2,114.30","-7,537.68","-5,423.39",-302.62,"-5,726.01",1
20240315,17,2,1,269,526.69,-325.30,201.39,-594.81,-393.42,1
20240204,17,2,2,868,0.00,"-2,633.99","-2,633.99",-328.69,"-2,962.68",0
20240315,22,1,2,592,"5,967.24","-4,306.76","1,660.48",-126.94,"1,533.54",1
20240217,8,2,2,849,"8,352.50","-1,225.41","7,127.09",-195.66,"6,931.43",1
20240205,5,1,1,504,"9,962.32","-5,343.30","4,619.03",-776.85,"3,842.17",1
20240311,18,4,2,143,"9,610.16","-7,736.97","1,873.19",-342.75,"1,530.44",1
20240122,3,3,2,464,"6,632.81","-5,505.01","1,127.80",-792.90,334.90,1
20240229,24,2,1,870,"2,101.84","-4,595.85","-2,494.00",-6.31,"-2,500.31",1
20240227,17,2,1,402,"2,637.75","-4,706.57","-2,068.82",-243.88,"-2,312.71",1
20240107,20,3,2,100,"2,198.90",-33.58,"2,165.32",-677.67,"1,487.65",1
20240118,14,3,2,279,"2,920.29","-4,309.29","-1,389.00",-307.33,"-1,696.33",1
20240118,28,4,1,784,"2,806.13","-6,283.16","-3,477.03",-445.78,"-3,922.80",1
20240103,16,1,2,617,"4,159.60","-7,044.02","-2,884.42",-638.52,"-3,522.94",1
20240331,21,1,1,956,"9,304.65","-8,338.80",965.85,-618.45,347.39,1
20240313,17,1,1,792,"2,767.17","-5,349.56","-2,582.39",-903.43,"-3,485.82",1
20240315,13,4,1,705,"6,437.13","-6,687.12",-249.99,-658.40,-908.39,1
20240124,30,3,1,74,"1,384.35","-3,305.31","-1,920.96",-856.26,"-2,777.22",1
20240219,22,4,2,34,"3,087.00",-562.65,"2,524.35",-141.68,"2,382.67",1
20240226,12,1,1,575,"2,707.59","-3,178.17",-470.58,-719.70,"-1,190.28",1
20240105,28,2,2,213,"7,972.32","-7,204.99",767.33,-145.91,621.42,1
20240129,24,4,2,226,"8,834.56","-5,450.75","3,383.81",-498.98,"2,884.83",1
20240214,12,4,1,65,"7,368.42","-3,386.49","3,981.93",-492.54,"3,489.39",1
20240112,18,2,2,593,935.14,"-2,223.24","-1,288.10",-898.05,"-2,186.15",1
20240107,17,4,1,462,"8,991.55","-3,419.23","5,572.32",-108.43,"5,463.89",1
20240325,14,4,2,877,"1,760.49","-5,222.96","-3,462.48",-640.94,"-4,103.42",1
20240222,20,3,2,982,"7,834.14","-9,829.79","-1,995.65",-34.51,"-2,030.16",1
20240328,23,1,1,556,"4,228.87","-3,026.40","1,202.48",-900.78,301.69,1
20240306,27,1,1,614,"1,493.32","-2,423.95",-930.63,-339.25,"-1,269.87",1
20240327,14,1,1,429,"6,094.83",-839.44,"5,255.39",-559.94,"4,695.45",1
20240315,4,3,1,746,"6,706.51","-1,227.18","5,479.33",-359.73,"5,119.60",1
20240220,25,4,1,200,"3,389.05","-2,408.16",980.89,-693.50,287.38,1
20240303,12,2,2,535,"5,849.87","-8,243.10","-2,393.23",-346.53,"-2,739.77",1
20240314,8,3,1,169,"1,977.42","-3,919.15","-1,941.73",-509.26,"-2,450.98",1
20240225,15,2,1,457,"7,955.15","-5,532.53","2,422.61",-213.25,"2,209.37",1
20240124,22,2,1,864,"3,170.07","-6,117.33","-2,947.27",-285.59,"-3,232.86",1
20240227,27,1,2,158,"3,984.83","-6,992.02","-3,007.19",-157.11,"-3,164.30",1
20240123,4,4,2,666,"4,646.57","-8,692.03","-4,045.46",-834.99,"-4,880.45",1
20240218,30,4,2,60,"3,825.52",-483.52,"3,342.01",-63.77,"3,278.24",1
20240308,29,2,1,820,"4,489.49","-4,541.10",-51.61,-531.37,-582.98,1
20240118,24,2,2,725,"9,389.52","-4,811.37","4,578.15",-554.96,"4,023.19",1
20240120,25,1,2,562,"9,182.86","-7,718.96","1,463.89",-870.47,593.42,1
20240218,16,3,2,207,"8,534.97","-1,256.98","7,277.99",-91.21,"7,186.78",1
20240205,16,3,2,9,"9,481.50","-8,810.83",670.67,-482.31,188.36,1
20240224,21,2,1,296,"1,954.95","-6,151.12","-4,196.17",-9.03,"-4,205.20",1
20240305,26,2,2,448,"6,738.37","-2,110.41","4,627.96",-345.99,"4,281.98",1
20240219,8,1,1,465,0.00,"-6,748.93","-6,748.93",-798.05,"-7,546.98",0
20240105,25,3,2,748,0.00,"-8,156.96","-8,156.96",-66.27,"-8,223.23",0
20240129,16,3,2,176,"5,401.08","-6,019.60",-618.52,-859.73,"-1,478.24",1
20240121,16,4,1,899,"2,384.68","-1,375.17","1,009.50",-653.15,356.35,1
20240331,5,1,2,741,0.00,"-4,070.60","-4,070.60",-533.18,"-4,603.78",0
20240113,14,2,2,77,"6,542.47","-7,035.43",-492.96,-174.69,-667.65,1
20240210,16,2,2,203,"9,606.71","-8,968.29",638.41,-925.41,-286.99,1
20240103,29,3,1,632,"6,787.81","-4,030.56","2,757.25",-406.00,"2,351.25",1
20240229,14,3,1,297,"1,816.51","-9,441.81","-7,625.31",-723.45,"-8,348.76",1
20240203,11,1,1,548,"4,076.72","-8,795.15","-4,718.42",-913.94,"-5,632.36",1
20240328,5,4,2,632,"9,919.76",-627.03,"9,292.73",-185.40,"9,107.33",1
20240102,27,3,2,537,"9,485.31","-5,422.80","4,062.51",-396.73,"3,665.77",1
20240103,13,2,1,133,"5,811.37","-8,348.42","-2,537.05",-139.27,"-2,676.32",1
20240128,23,1,2,206,"3,258.60","-8,591.89","-5,333.29",-403.11,"-5,736.40",1
20240307,6,1,1,320,"2,612.81","-6,434.93","-3,822.12",-665.27,"-4,487.39",1
20240119,5,2,1,812,"5,331.23","-9,235.70","-3,904.46",-681.20,"-4,585.67",1
20240126,7,2,1,100,"3,125.22","-2,104.49","1,020.72",-329.46,691.26,1
20240114,22,1,1,633,0.00,"-9,850.70","-9,850.70",-10.13,"-9,860.83",0
20240107,9,1,1,612,"1,243.55","-4,465.56","-3,222.00",-765.14,"-3,987.15",1
20240122,27,4,1,277,"2,267.37","-3,354.32","-1,086.95",-470.14,"-1,557.09",1
20240301,7,2,2,797,"9,745.01","-8,929.86",815.15,-424.78,390.38,1
20240326,9,4,2,75,"2,094.98","-1,199.85",895.13,-81.29,813.84,1
20240302,21,3,2,981,"4,188.03",-802.67,"3,385.36",-163.59,"3,221.77",1
20240320,23,4,2,708,"8,594.97","-8,229.33",365.64,-595.28,-229.65,1
20240131,17,1,1,655,"9,436.07","-4,793.71","4,642.36",-225.06,"4,417.30",1
20240229,11,4,1,540,"8,789.11",-375.48,"8,413.63",-989.28,"7,424.35",1
20240124,9,4,2,78,"8,931.01","-2,881.90","6,049.11",-735.54,"5,313.57",1
20240119,25,3,2,578,"1,095.04","-4,952.17","-3,857.13",-591.32,"-4,448.45",1
20240106,20,1,2,918,"2,888.96","-6,606.76","-3,717.80",-616.30,"-4,334.10",1
20240316,3,2,1,849,0.00,"-7,401.34","-7,401.34",-334.52,"-7,735.86",0
20240331,29,3,2,674,"1,140.56","-1,955.21",-814.65,-514.30,"-1,328.95",1
20240130,9,4,1,823,"5,242.97","-2,952.12","2,290.85",-360.03,"1,930.82",1
20240213,5,4,2,797,"8,384.18","-5,993.60","2,390.59",-801.02,"1,589.57",1
20240224,12,2,2,205,"4,439.95","-2,674.99","1,764.96",-652.27,"1,112.69",1
20240129,7,2,2,108,"8,388.91","-4,570.71","3,818.20",-336.74,"3,481.46",1
20240108,2,4,2,508,"4,368.69","-3,574.81",793.87,-573.65,220.22,1
20240225,9,1,1,66,"5,757.74","-4,374.40","1,383.34",-280.25,"1,103.09",1
20240330,25,2,2,11,"4,525.14",-721.83,"3,803.31",-863.75,"2,939.56",1
20240319,29,2,2,990,"4,566.90","-6,985.98","-2,419.08",-274.28,"-2,693.36",1
20240223,17,1,1,70,"9,310.90",-930.19,"8,380.71",-278.89,"8,101.82",1
20240324,13,2,1,178,"4,518.20","-7,344.99","-2,826.79",-329.00,"-3,155.78",1
20240225,4,1,2,965,"3,583.07","-8,949.26","-5,366.20",-807.46,"-6,173.66",1
20240113,30,2,2,553,0.00,"-8,460.76","-8,460.76",-893.79,"-9,354.55",0
20240319,7,3,1,550,"2,667.99","-8,378.07","-5,710.09",-296.78,"-6,006.87",1
20240227,20,4,1,943,"6,754.92","-3,602.78","3,152.14",-982.39,"2,169.75",1
20240206,28,1,1,413,"6,829.04","-3,305.86","3,523.17",-273.46,"3,249.71",1
20240224,15,1,1,656,612.19,"-8,654.84","-8,042.65",-178.06,"-8,220.71",1
20240330,14,4,1,564,"9,475.57","-1,007.03","8,468.54",-810.42,"7,658.12",1
20240126,21,3,2,131,449.97,"-7,695.82","-7,245.85",-835.77,"-8,081.61",1
20240108,10,1,2,20,"9,753.66","-3,382.79","6,370.87",-173.12,"6,197.75",1
20240118,21,3,1,322,"3,653.33","-7,066.17","-3,412.84",-48.63,"-3,461.47",1
20240227,23,4,1,535,"8,102.90","-2,031.11","6,071.80",-794.96,"5,276.84",1
20240212,1,1,1,808,0.00,"-9,817.94","-9,817.94",-545.91,"-10,363.86",0
20240308,2,3,1,511,"1,155.94","-3,147.91","-1,991.97",-722.93,"-2,714.90",1
20240313,30,2,2,904,"5,867.40","-9,792.77","-3,925.36",-791.46,"-4,716.82",1
20240302,1,3,2,522,"8,414.88","-7,567.86",847.02,-502.84,344.18,1
20240325,21,4,2,175,"7,716.14",-331.95,"7,384.19",-940.79,"6,443.40",1
20240127,18,4,1,162,"3,359.27","-5,318.19","-1,958.92",-762.56,"-2,721.48",1
20240114,7,4,2,689,"2,959.78",-355.82,"2,603.96",-458.24,"2,145.72",1
20240225,25,3,1,438,"3,983.74","-7,610.54","-3,626.80",-111.49,"-3,738.29",1
20240227,27,1,2,385,"5,491.46","-1,340.38","4,151.08",-391.86,"3,759.22",1
20240131,18,4,2,475,"2,791.66",-380.84,"2,410.83",-731.55,"1,679.28",1
20240113,24,4,1,151,"8,881.76","-4,813.34","4,068.42",-894.07,"3,174.35",1
20240116,7,3,2,683,"5,428.34","-9,460.33","-4,031.98",-716.90,"-4,748.89",1
20240303,12,1,2,530,"2,429.79","-5,622.65","-3,192.85",-677.06,"-3,869.91",1
20240201,3,4,1,523,"8,765.69","-3,764.91","5,000.78",-135.53,"4,865.26",1
20240124,18,2,1,634,742.81,"-2,121.11","-1,378.31",-631.25,"-2,009.56",1
20240205,28,3,2,680,"6,681.57","-1,043.36","5,638.21",-233.89,"5,404.32",1
20240330,3,2,1,934,"2,914.93","-4,757.14","-1,842.21",-408.95,"-2,251.16",1
20240331,10,2,1,750,"1,270.93","-3,182.80","-1,911.88",-793.84,"-2,705.72",1
20240113,12,4,1,937,"7,676.33","-2,846.83","4,829.49",-307.37,"4,522.12",1
20240306,23,2,1,378,"7,526.55","-5,660.20","1,866.35",-388.80,"1,477.56",1
20240320,29,1,1,512,"5,639.61","-7,319.52","-1,679.91",-768.85,"-2,448.76",1
20240325,24,4,1,767,"2,992.04","-2,429.28",562.76,-740.46,-177.71,1
20240127,16,4,2,853,846.25,-799.68,46.57,-783.60,-737.04,1
20240219,28,4,1,948,"9,788.73","-2,268.16","7,520.57",-82.07,"7,438.51",1
20240119,7,3,2,405,"7,577.28","-7,589.31",-12.03,-593.75,-605.78,1
20240313,14,2,1,768,"2,910.36","-3,288.29",-377.93,-129.12,-507.06,1
20240104,4,4,1,650,"5,277.58","-9,093.97","-3,816.39",-890.59,"-4,706.98",1
20240208,25,2,2,99,0.00,"-3,880.61","-3,880.61",-542.97,"-4,423.58",0
20240123,1,4,2,405,"5,772.45","-5,982.85",-210.40,-758.27,-968.67,1
20240327,17,4,2,365,"7,886.21","-1,682.01","6,204.21",-679.80,"5,524.41",1
20240111,3,1,2,271,"6,221.13","-4,045.28","2,175.85",-119.49,"2,056.36",1
20240208,28,4,1,364,"9,825.92","-3,468.08","6,357.84",-934.19,"5,423.65",1
20240125,14,2,1,176,109.28,"-7,248.96","-7,139.68",-630.29,"-7,769.97",1
20240228,25,2,2,576,"4,484.25","-3,591.97",892.27,-268.95,623.32,1
20240323,10,1,2,644,"9,727.45","-3,825.50","5,901.95",-671.76,"5,230.20",1
20240203,1,4,2,59,"5,469.25","-7,193.48","-1,724.23",-194.01,"-1,918.24",1
20240322,26,4,2,148,"1,340.82","-3,372.99","-2,032.18",-866.11,"-2,898.29",1
20240309,12,2,1,532,"4,761.06","-2,589.12","2,171.93",-493.03,"1,678.90",1
20240123,22,3,1,753,"5,130.24",-670.12,"4,460.13",-752.28,"3,707.85",1
20240120,22,2,2,434,"9,257.31","-2,158.97","7,098.33",-627.00,"6,471.34",1
20240306,25,1,1,750,0.00,"-6,755.59","-6,755.59",-436.50,"-7,192.09",0
20240322,6,1,2,943,0.00,"-7,469.94","-7,469.94",-320.56,"-7,790.50",0
20240306,3,2,1,688,"1,264.05","-1,425.32",-161.27,-17.02,-178.29,1
20240107,1,1,2,945,"6,110.85","-9,268.03","-3,157.18",-854.86,"-4,012.03",1
20240316,1,3,2,353,0.00,"-1,984.50","-1,984.50",-259.51,"-2,244.02",0
20240122,17,4,1,950,"8,039.77","-5,879.32","2,160.46",-820.43,"1,340.03",1
20240319,12,1,1,965,"8,343.27","-2,681.42","5,661.84",-43.72,"5,618.12",1
20240107,17,4,2,760,"4,811.90","-3,089.72","1,722.18",-943.21,778.96,1
20240220,14,2,1,586,"7,162.33","-8,263.54","-1,101.22",-127.15,"-1,228.37",1
20240324,15,2,2,174,"4,011.14","-4,778.58",-767.44,-534.89,"-1,302.33",1
20240308,30,3,1,849,"3,431.12","-2,827.34",603.78,-190.71,413.08,1
20240118,4,4,1,356,"5,781.64","-5,341.42",440.22,-885.00,-444.78,1
20240125,6,4,2,67,"6,040.82","-6,593.31",-552.49,-824.45,"-1,376.94",1
20240325,29,4,2,100,"2,051.08","-9,802.62","-7,751.54",-29.19,"-7,780.73",1
20240310,13,2,1,593,"5,747.76","-6,884.09","-1,136.33",-712.29,"-1,848.61",1
20240128,16,1,2,486,"3,555.71","-4,521.55",-965.84,-377.44,"-1,343.29",1
20240306,5,4,2,367,0.00,"-1,436.50","-1,436.50",-403.00,"-1,839.50",0
20240224,24,3,1,282,"2,989.33","-7,153.78","-4,164.45",-987.29,"-5,151.73",1
20240109,30,2,2,612,"3,365.38","-1,437.78","1,927.60",-4.76,"1,922.84",1
20240122,5,4,1,789,0.00,"-2,320.32","-2,320.32",-589.63,"-2,909.95",0
20240326,19,3,1,903,"8,928.22",-86.09,"8,842.13",-733.14,"8,108.99",1
20240122,4,4,1,698,"1,300.12","-4,734.19","-3,434.06",-6.47,"-3,440.53",1
20240309,3,4,1,905,"6,585.56","-6,992.66",-407.10,-901.10,"-1,308.20",1
20240201,23,2,2,957,"3,209.53","-6,207.38","-2,997.85",-140.22,"-3,138.07",1
20240312,30,3,2,746,"9,215.00","-4,566.42","4,648.57",-649.42,"3,999.15",1
20240125,7,1,1,141,"3,365.90","-6,433.92","-3,068.01",-306.83,"-3,374.85",1
20240302,22,3,1,690,"6,195.32","-7,403.12","-1,207.79",-716.92,"-1,924.72",1
20240324,17,3,1,570,"6,287.78","-5,909.12",378.65,-326.24,52.42,1
20240210,20,4,2,315,"4,046.06","-8,101.25","-4,055.19",-781.13,"-4,836.32",1
20240303,24,4,1,67,"2,207.34","-8,080.13","-5,872.79",-992.36,"-6,865.15",1
20240301,6,3,1,163,"5,539.11","-8,327.23","-2,788.12",-913.82,"-3,701.94",1
20240229,19,4,1,923,"4,347.71",-231.01,"4,116.71",-982.53,"3,134.18",1
20240126,8,4,2,712,"1,200.91","-4,189.57","-2,988.66",-568.94,"-3,557.60",1
20240318,2,4,2,547,"5,995.00","-2,144.81","3,850.19",-310.21,"3,539.98",1
20240215,9,1,1,79,"8,765.46","-4,470.74","4,294.72",-214.36,"4,080.36",1
20240116,14,1,2,73,"8,501.20",-99.28,"8,401.92",-918.07,"7,483.86",1
20240120,19,4,1,153,"5,613.38","-2,178.89","3,434.49",-623.98,"2,810.50",1
